"School year","Values","Sex","Age in 5 years group","Full-/Part-time","Schultyp (Ebene +1)","Number","Annotations"
"2015/16","Full-time equivalent","female","55 to 59 years","Part-time","Vocational schools for apprentices",49.74,
"2015/16","Full-time equivalent","female","55 to 59 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",324.07,
"2015/16","Full-time equivalent","female","55 to 59 years","Part-time","Other schools and colleges for Vocational Education (statutes)",29.17,
"2015/16","Full-time equivalent","female","55 to 59 years","Part-time","Teacher-training colleges (till 2015/16)",27.82,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Cumpulsory schools",2295.93,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Academic secondary schools",789.65,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Other general schools (statues)",32.27,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Vocational schools for apprentices",49.50,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",613.60,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Other schools and colleges for Vocational Education (statutes)",13.80,
"2015/16","Full-time equivalent","female","60 to 64 years","Full-time","Teacher-training colleges (till 2015/16)",54.36,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Cumpulsory schools",997.29,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Academic secondary schools",214.91,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Other general schools (statues)",8.58,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Vocational schools for apprentices",10.12,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",115.31,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Other schools and colleges for Vocational Education (statutes)",9.80,
"2015/16","Full-time equivalent","female","60 to 64 years","Part-time","Teacher-training colleges (till 2015/16)",11.21,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Cumpulsory schools",18.91,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Academic secondary schools",9.00,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Other general schools (statues)",5.00,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Vocational schools for apprentices",2.00,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",7.95,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Other schools and colleges for Vocational Education (statutes)",-,
"2015/16","Full-time equivalent","female","older than 65 years","Full-time","Teacher-training colleges (till 2015/16)",-,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Cumpulsory schools",2.25,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Academic secondary schools",2.43,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Other general schools (statues)",3.70,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Vocational schools for apprentices",0.71,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1.32,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Other schools and colleges for Vocational Education (statutes)",1.38,
"2015/16","Full-time equivalent","female","older than 65 years","Part-time","Teacher-training colleges (till 2015/16)",-,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Cumpulsory schools",146,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Academic secondary schools",10,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Other general schools (statues)",-,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Vocational schools for apprentices",2,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",6,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Other schools and colleges for Vocational Education (statutes)",1,
"2015/16","Number of teaching staff","male","to 24 years","Full-time","Teacher-training colleges (till 2015/16)",1,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Cumpulsory schools",34,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Academic secondary schools",21,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Other general schools (statues)",6,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Vocational schools for apprentices",-,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",20,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Other schools and colleges for Vocational Education (statutes)",2,
"2015/16","Number of teaching staff","male","to 24 years","Part-time","Teacher-training colleges (till 2015/16)",1,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Cumpulsory schools",715,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Academic secondary schools",310,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Other general schools (statues)",12,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Vocational schools for apprentices",23,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",129,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Other schools and colleges for Vocational Education (statutes)",2,
"2015/16","Number of teaching staff","male","25 to 29 years","Full-time","Teacher-training colleges (till 2015/16)",10,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Cumpulsory schools",142,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Academic secondary schools",240,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Other general schools (statues)",16,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Vocational schools for apprentices",5,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",128,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Other schools and colleges for Vocational Education (statutes)",7,
"2015/16","Number of teaching staff","male","25 to 29 years","Part-time","Teacher-training colleges (till 2015/16)",8,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Cumpulsory schools",858,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Academic secondary schools",671,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Other general schools (statues)",29,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Vocational schools for apprentices",160,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",444,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Other schools and colleges for Vocational Education (statutes)",2,
"2015/16","Number of teaching staff","male","30 to 34 years","Full-time","Teacher-training colleges (till 2015/16)",22,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Cumpulsory schools",154,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Academic secondary schools",236,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Other general schools (statues)",19,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Vocational schools for apprentices",25,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",203,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Other schools and colleges for Vocational Education (statutes)",10,
"2015/16","Number of teaching staff","male","30 to 34 years","Part-time","Teacher-training colleges (till 2015/16)",19,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Cumpulsory schools",973,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Academic secondary schools",687,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Other general schools (statues)",28,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Vocational schools for apprentices",271,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",686,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Other schools and colleges for Vocational Education (statutes)",12,
"2015/16","Number of teaching staff","male","35 to 39 years","Full-time","Teacher-training colleges (till 2015/16)",20,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Cumpulsory schools",146,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Academic secondary schools",200,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Other general schools (statues)",17,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Vocational schools for apprentices",38,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",222,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Other schools and colleges for Vocational Education (statutes)",21,
"2015/16","Number of teaching staff","male","35 to 39 years","Part-time","Teacher-training colleges (till 2015/16)",19,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Cumpulsory schools",1148,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Academic secondary schools",674,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Other general schools (statues)",46,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Vocational schools for apprentices",438,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",1037,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Other schools and colleges for Vocational Education (statutes)",18,
"2015/16","Number of teaching staff","male","40 to 44 years","Full-time","Teacher-training colleges (till 2015/16)",24,
"2015/16","Number of teaching staff","male","40 to 44 years","Part-time","Cumpulsory schools",191,
"2015/16","Number of teaching staff","male","40 to 44 years","Part-time","Academic secondary schools",201,
"2015/16","Number of teaching staff","male","40 to 44 years","Part-time","Other general schools (statues)",19,
"2015/16","Number of teaching staff","male","40 to 44 years","Part-time","Vocational schools for apprentices",60,
"2015/16","Number of teaching staff","male","40 to 44 years","Part-time","Schools for Intermediate and Colleges for Higher Voc. Ed.",350,
